num_iter,loss_batch
1,0.2981688976287842
2,0.1878958642482757
3,0.1226868331432342
4,0.093753233551979
5,0.0907756760716438
6,0.0979615449905395
7,0.0970982164144516
8,0.0917501896619796
9,0.0831610709428787
10,0.0798389092087745
11,0.0773693919181823
12,0.0787025690078735
13,0.0788374692201614
14,0.0775309056043624
15,0.0767862945795059
16,0.0750708580017089
17,0.0748070701956749
18,0.0736368000507354
19,0.0743858516216278
20,0.0740420073270797
21,0.073729895055294
22,0.0737225115299224
23,0.0728515610098838
24,0.0723831951618194
25,0.0723621100187301
26,0.0721874013543129
27,0.0721816048026084
28,0.0714135244488716
29,0.0710310786962509
30,0.0714142471551895
31,0.0702148824930191
32,0.0698086768388748
33,0.0701046362519264
34,0.0699611380696296
35,0.0692711696028709
36,0.0691612809896469
37,0.0692007765173912
38,0.0687901824712753
39,0.0679948180913925
40,0.0678004920482635
41,0.0668735355138778
42,0.0665054470300674
43,0.0659384727478027
44,0.0659938305616378
45,0.0662009268999099
46,0.0657510757446289
47,0.0654162466526031
48,0.0650308653712272
49,0.0644335448741912
50,0.0642909109592437
51,0.0633607506752014
52,0.0629138499498367
53,0.0626601725816726
54,0.0621122010052204
55,0.0623370185494422
56,0.0607592537999153
57,0.0611397176980972
58,0.0607425644993782
59,0.0604865401983261
60,0.0609933920204639
61,0.0601684302091598
62,0.0587683245539665
63,0.0588846020400524
64,0.0579452142119407
65,0.0579000525176525
66,0.0579447597265243
67,0.057109635323286
68,0.056948896497488
69,0.0563121400773525
70,0.0559914857149124
71,0.0558866187930107
72,0.0552359744906425
73,0.0550239086151123
74,0.0549049228429794
75,0.0545288026332855
76,0.0549484565854072
77,0.0543990954756736
78,0.0542064718902111
79,0.0535357631742954
80,0.0533324405550956
81,0.0527307912707328
82,0.0525427386164665
83,0.052491258829832
84,0.0520849972963333
85,0.0523824393749237
86,0.0508367270231246
87,0.0507413782179355
88,0.0502744130790233
89,0.0504010953009128
90,0.0499260127544403
91,0.0501364655792713
92,0.0498407073318958
93,0.0485631041228771
94,0.0490107759833335
95,0.0481943115592002
96,0.0484408810734748
97,0.0475310944020748
98,0.0473610982298851
99,0.0466798357665538
100,0.047405295073986
101,0.0473680049180984
102,0.0466864332556724
103,0.0461212545633316
104,0.0462646707892417
105,0.0460816398262977
106,0.0458579026162624
107,0.0461066290736198
108,0.0453917831182479
109,0.0444183312356472
110,0.0449446663260459
111,0.0446388199925422
112,0.0445872470736503
113,0.0442040637135505
114,0.0443038567900657
115,0.0440787896513938
116,0.0435915738344192
117,0.0439630523324012
118,0.0438528880476951
119,0.0439369231462478
120,0.0431205406785011
121,0.0436060093343257
122,0.0432918071746826
123,0.0436953715980052
124,0.0433087311685085
125,0.0435572862625122
126,0.0429812856018543
127,0.0434088222682476
128,0.043369211256504
129,0.043299738317728
130,0.0427346564829349
131,0.0428704693913459
132,0.0431235060095787
133,0.0424632430076599
134,0.0428457707166671
135,0.0434632673859596
136,0.0431590676307678
137,0.0427185595035553
138,0.042350910604
139,0.0419872775673866
140,0.0425268486142158
141,0.0429745763540267
142,0.0432853288948535
143,0.0430819913744926
144,0.0423099920153617
145,0.0429822728037834
