num_iter,loss_batch
1,0.20193421840667725
2,0.16522778570652008
3,0.15132154524326324
4,0.11619270592927933
5,0.09910954535007477
6,0.11586610972881317
7,0.10042795538902283
8,0.07186391949653625
9,0.06539708375930786
10,0.05900579318404198
11,0.06677751243114471
12,0.05323531851172447
13,0.05917491018772125
14,0.059240132570266724
15,0.03750866279006004
16,0.0215956699103117
17,0.018894542008638382
18,0.016748642548918724
19,0.018289031460881233
20,0.017303241416811943
21,0.021719463169574738
22,0.012749487534165382
23,0.014033660292625427
24,0.0458320677280426
25,0.02942272461950779
26,0.011709901504218578
27,0.010408610105514526
28,0.02558990754187107
29,0.02446640096604824
30,0.015284363180398941
31,0.011997438967227936
32,0.010232379660010338
33,0.015915170311927795
34,0.008908293209969997
35,0.016555611044168472
36,0.015497315675020218
37,0.021832067519426346
38,0.02615579217672348
39,0.011236296035349369
40,0.013753347098827362
41,0.010146520100533962
42,0.006125150714069605
43,0.009009980596601963
44,0.008005507290363312
45,0.0038477452471852303
46,0.02071155421435833
47,0.005957567598670721
48,0.006411093287169933
49,0.0076456619426608086
50,0.004230709746479988
51,0.018373781815171242
52,0.014314853586256504
53,0.021642740815877914
54,0.01985139586031437
55,0.003797456156462431
56,0.01087900623679161
57,0.024747487157583237
58,0.019855191931128502
59,0.006615408696234226
60,0.005639242473989725
61,0.010053311474621296
62,0.003719666972756386
63,0.005428975448012352
64,0.00615932559594512
65,0.005340840667486191
66,0.003943787422031164
67,0.0032787856180220842
68,0.0036008378956466913
69,0.01907162182033062
70,0.002500655362382531
71,0.013968671672046185
72,0.015567289665341377
73,0.007914907298982143
74,0.0035129599273204803
75,0.003174145007506013
76,0.008386467583477497
77,0.007092516403645277
78,0.006127160042524338
79,0.002629709430038929
80,0.009395047090947628
81,0.007421530317515135
82,0.0028046537190675735
83,0.002745402976870537
84,0.004834350198507309
85,0.006812121253460646
86,0.002548454562202096
87,0.002491593826562166
88,0.004890000447630882
89,0.0019509227713569999
90,0.004608137998729944
91,0.00723050395026803
92,0.004397392738610506
93,0.028162550181150436
94,0.005457617342472076
95,0.027534278109669685
96,0.004124734550714493
97,0.003974970430135727
98,0.021781906485557556
99,0.0021959480363875628
100,0.006104183383285999
101,0.006003118585795164
102,0.005731371697038412
103,0.015169134363532066
104,0.011328336782753468
105,0.00280395383015275
106,0.009020501747727394
107,0.005029447842389345
108,0.01721516065299511
109,0.012221592478454113
110,0.0034056000877171755
111,0.004897056147456169
112,0.005818124860525131
113,0.007025379687547684
114,0.005535798612982035
